# Take GHG emissions for the energy system, filter to include only resources
# in model base years, and rename to regional SO2
region,resource,subresource,technology,year,Non.CO2,emiss.coef,emiss.units
Africa_Eastern,coal,coal,coal,2005,CH4,0.2667366221,Tg
Africa_Eastern,coal,coal,coal,2005,CO2_FUG,0,MTC
Africa_Eastern,coal,coal,coal,2005,N2O,1.976500233e-06,Tg
Africa_Eastern,crude oil,crude oil,crude oil,2005,CH4,0.09926733172,Tg
Africa_Eastern,crude oil,crude oil,crude oil,2005,CO2_FUG,0.2067458296,MTC
Africa_Eastern,crude oil,crude oil,crude oil,2005,N2O,1.133530315e-05,Tg
Africa_Eastern,natural gas,natural gas,natural gas,2005,CH4,0.3558697797,Tg
Africa_Eastern,natural gas,natural gas,natural gas,2005,CO2_FUG,0.2830269973,MTC
Africa_Eastern,natural gas,natural gas,natural gas,2005,N2O,1.051819443e-05,Tg
Africa_Eastern,coal,coal,coal,2010,CH4,0.2492187169,Tg
Africa_Eastern,coal,coal,coal,2010,CO2_FUG,0.06885792498,MTC
Africa_Eastern,coal,coal,coal,2010,N2O,1.441280136e-06,Tg
Africa_Eastern,crude oil,crude oil,crude oil,2010,CH4,0.09845665817,Tg
Africa_Eastern,crude oil,crude oil,crude oil,2010,CO2_FUG,0.1949192595,MTC
Africa_Eastern,crude oil,crude oil,crude oil,2010,N2O,1.076466532e-05,Tg
Africa_Eastern,natural gas,natural gas,natural gas,2010,CH4,0.09845665817,Tg
Africa_Eastern,natural gas,natural gas,natural gas,2010,CO2_FUG,0.1949192595,MTC
Africa_Eastern,natural gas,natural gas,natural gas,2010,N2O,1.076466532e-05,Tg
Africa_Eastern,coal,coal,coal,2015,CH4,0.214307434,Tg
Africa_Eastern,coal,coal,coal,2015,CO2_FUG,0,MTC
Africa_Eastern,coal,coal,coal,2015,N2O,1.645681447e-06,Tg
Africa_Eastern,crude oil,crude oil,crude oil,2015,CH4,0.08533319505,Tg
Africa_Eastern,crude oil,crude oil,crude oil,2015,CO2_FUG,0.457416457,MTC
Africa_Eastern,crude oil,crude oil,crude oil,2015,N2O,2.392077412e-05,Tg
Africa_Eastern,natural gas,natural gas,natural gas,2015,CH4,0.08533319505,Tg
Africa_Eastern,natural gas,natural gas,natural gas,2015,CO2_FUG,0.457416457,MTC
Africa_Eastern,natural gas,natural gas,natural gas,2015,N2O,2.392077412e-05,Tg
Africa_Eastern,coal,coal,coal,2021,CH4,0.2969543632,Tg
Africa_Eastern,coal,coal,coal,2021,CO2_FUG,0.008435626685,MTC
Africa_Eastern,coal,coal,coal,2021,N2O,5.899794e-06,Tg
Africa_Eastern,crude oil,crude oil,crude oil,2021,CH4,0.09662483828,Tg
Africa_Eastern,crude oil,crude oil,crude oil,2021,CO2_FUG,0.2593854505,MTC
Africa_Eastern,crude oil,crude oil,crude oil,2021,N2O,1.999706925e-05,Tg
Africa_Eastern,natural gas,natural gas,natural gas,2021,CH4,0.09662483828,Tg
Africa_Eastern,natural gas,natural gas,natural gas,2021,CO2_FUG,0.2593854505,MTC
Africa_Eastern,natural gas,natural gas,natural gas,2021,N2O,1.999706925e-05,Tg
Africa_Northern,coal,coal,coal,1975,CH4,0.5452576177,Tg
Africa_Northern,coal,coal,coal,1975,CO2_FUG,0.5773899209,MTC
Africa_Northern,coal,coal,coal,1975,N2O,3.138156395e-10,Tg
Africa_Northern,crude oil,crude oil,crude oil,1975,CH4,1.649881992,Tg
Africa_Northern,crude oil,crude oil,crude oil,1975,CO2_FUG,1.370964197,MTC
Africa_Northern,crude oil,crude oil,crude oil,1975,N2O,6.999232253e-05,Tg
Africa_Northern,natural gas,natural gas,natural gas,1975,CH4,1.649881992,Tg
Africa_Northern,natural gas,natural gas,natural gas,1975,CO2_FUG,1.370964197,MTC
Africa_Northern,natural gas,natural gas,natural gas,1975,N2O,6.999232253e-05,Tg
Africa_Northern,coal,coal,coal,1990,CH4,0.3298866461,Tg
Africa_Northern,coal,coal,coal,1990,CO2_FUG,8.34562076,MTC
Africa_Northern,coal,coal,coal,1990,N2O,5.361541866e-07,Tg
Africa_Northern,crude oil,crude oil,crude oil,1990,CH4,0.7822557333,Tg
Africa_Northern,crude oil,crude oil,crude oil,1990,CO2_FUG,0.660862509,MTC
Africa_Northern,crude oil,crude oil,crude oil,1990,N2O,3.407404264e-05,Tg
Africa_Northern,natural gas,natural gas,natural gas,1990,CH4,0.7822557333,Tg
Africa_Northern,natural gas,natural gas,natural gas,1990,CO2_FUG,0.660862509,MTC
Africa_Northern,natural gas,natural gas,natural gas,1990,N2O,3.407404264e-05,Tg
Africa_Northern,coal,coal,coal,2005,CH4,0.2667366221,Tg
Africa_Northern,coal,coal,coal,2005,CO2_FUG,0.5606894241,MTC
Africa_Northern,coal,coal,coal,2005,N2O,1.976500233e-06,Tg
Africa_Northern,crude oil,crude oil,crude oil,2005,CH4,0.68410574,Tg
Africa_Northern,crude oil,crude oil,crude oil,2005,CO2_FUG,0.474349822,MTC
Africa_Northern,crude oil,crude oil,crude oil,2005,N2O,2.45261347e-05,Tg
Africa_Northern,natural gas,natural gas,natural gas,2005,CH4,0.68410574,Tg
Africa_Northern,natural gas,natural gas,natural gas,2005,CO2_FUG,0.474349822,MTC
Africa_Northern,natural gas,natural gas,natural gas,2005,N2O,2.45261347e-05,Tg
Africa_Northern,coal,coal,coal,2010,CH4,0.2492187169,Tg
Africa_Northern,coal,coal,coal,2010,CO2_FUG,0.4930783068,MTC
Africa_Northern,coal,coal,coal,2010,N2O,1.441280136e-06,Tg
Africa_Northern,crude oil,crude oil,crude oil,2010,CH4,0.5738534855,Tg
Africa_Northern,crude oil,crude oil,crude oil,2010,CO2_FUG,0.4207844562,MTC
Africa_Northern,crude oil,crude oil,crude oil,2010,N2O,2.180159753e-05,Tg
Africa_Northern,natural gas,natural gas,natural gas,2010,CH4,0.5738534855,Tg
Africa_Northern,natural gas,natural gas,natural gas,2010,CO2_FUG,0.4207844562,MTC
Africa_Northern,natural gas,natural gas,natural gas,2010,N2O,2.180159753e-05,Tg
Africa_Northern,coal,coal,coal,2015,CH4,0.214307434,Tg
Africa_Northern,coal,coal,coal,2015,CO2_FUG,0.3624295042,MTC
Africa_Northern,coal,coal,coal,2015,N2O,1.645681447e-06,Tg
Africa_Northern,crude oil,crude oil,crude oil,2015,CH4,0.4909893946,Tg
Africa_Northern,crude oil,crude oil,crude oil,2015,CO2_FUG,0.7698905588,MTC
Africa_Northern,crude oil,crude oil,crude oil,2015,N2O,3.92944011e-05,Tg
Africa_Northern,natural gas,natural gas,natural gas,2015,CH4,0.4909893946,Tg
Africa_Northern,natural gas,natural gas,natural gas,2015,CO2_FUG,0.7698905588,MTC
Africa_Northern,natural gas,natural gas,natural gas,2015,N2O,3.92944011e-05,Tg
Africa_Northern,coal,coal,coal,2021,CH4,0.2969543632,Tg
Africa_Northern,coal,coal,coal,2021,CO2_FUG,0.3674417488,MTC
Africa_Northern,coal,coal,coal,2021,N2O,5.899794e-06,Tg
Africa_Northern,crude oil,crude oil,crude oil,2021,CH4,0.4076247975,Tg
Africa_Northern,crude oil,crude oil,crude oil,2021,CO2_FUG,0.6683011993,MTC
Africa_Northern,crude oil,crude oil,crude oil,2021,N2O,3.31047993e-05,Tg
Africa_Northern,natural gas,natural gas,natural gas,2021,CH4,0.4076247975,Tg
Africa_Northern,natural gas,natural gas,natural gas,2021,CO2_FUG,0.6683011993,MTC
Africa_Northern,natural gas,natural gas,natural gas,2021,N2O,3.31047993e-05,Tg
Africa_Southern,coal,coal,coal,1975,CH4,2.021387963,Tg
Africa_Southern,coal,coal,coal,1975,CO2_FUG,1.318596177,MTC
Africa_Southern,coal,coal,coal,1975,N2O,0.002232847862,Tg
Africa_Southern,crude oil,crude oil,crude oil,1975,CH4,0.4135566573,Tg
Africa_Southern,crude oil,crude oil,crude oil,1975,CO2_FUG,0.4768641847,MTC
Africa_Southern,crude oil,crude oil,crude oil,1975,N2O,0.0003540682782,Tg
Africa_Southern,natural gas,natural gas,natural gas,1975,CH4,0.4135566573,Tg
Africa_Southern,natural gas,natural gas,natural gas,1975,CO2_FUG,0.3921115224,MTC
Africa_Southern,natural gas,natural gas,natural gas,1975,N2O,0.0003540682782,Tg
Africa_Southern,coal,coal,coal,1990,CH4,1.521732461,Tg
Africa_Southern,coal,coal,coal,1990,CO2_FUG,0.04747589675,MTC
Africa_Southern,coal,coal,coal,1990,N2O,0.001659083493,Tg
Africa_Southern,crude oil,crude oil,crude oil,1990,CH4,0.4049097557,Tg
Africa_Southern,crude oil,crude oil,crude oil,1990,CO2_FUG,1.922678112,MTC
Africa_Southern,crude oil,crude oil,crude oil,1990,N2O,9.789949717e-05,Tg
Africa_Southern,natural gas,natural gas,natural gas,1990,CH4,0.4049097557,Tg
Africa_Southern,natural gas,natural gas,natural gas,1990,CO2_FUG,1.922678112,MTC
Africa_Southern,natural gas,natural gas,natural gas,1990,N2O,9.789949717e-05,Tg
Africa_Southern,coal,coal,coal,2005,CH4,2.976805635,Tg
Africa_Southern,coal,coal,coal,2005,CO2_FUG,0.9593303065,MTC
Africa_Southern,coal,coal,coal,2005,N2O,0.003548778791,Tg
Africa_Southern,crude oil,crude oil,crude oil,2005,CH4,0.4440995283,Tg
Africa_Southern,crude oil,crude oil,crude oil,2005,CO2_FUG,0.8830708739,MTC
Africa_Southern,crude oil,crude oil,crude oil,2005,N2O,4.542500099e-05,Tg
Africa_Southern,natural gas,natural gas,natural gas,2005,CH4,0.4440995283,Tg
Africa_Southern,natural gas,natural gas,natural gas,2005,CO2_FUG,0.8830708739,MTC
Africa_Southern,natural gas,natural gas,natural gas,2005,N2O,4.542500099e-05,Tg
Africa_Southern,coal,coal,coal,2010,CH4,4.136516474,Tg
Africa_Southern,coal,coal,coal,2010,CO2_FUG,0.5066000271,MTC
Africa_Southern,coal,coal,coal,2010,N2O,0.005067791443,Tg
Africa_Southern,crude oil,crude oil,crude oil,2010,CH4,0.3036493999,Tg
Africa_Southern,crude oil,crude oil,crude oil,2010,CO2_FUG,0.5359610053,MTC
Africa_Southern,crude oil,crude oil,crude oil,2010,N2O,2.793796714e-05,Tg
Africa_Southern,natural gas,natural gas,natural gas,2010,CH4,0.3036493999,Tg
Africa_Southern,natural gas,natural gas,natural gas,2010,CO2_FUG,0.5359610053,MTC
Africa_Southern,natural gas,natural gas,natural gas,2010,N2O,2.793796714e-05,Tg
Africa_Southern,coal,coal,coal,2015,CH4,2.046154349,Tg
Africa_Southern,coal,coal,coal,2015,CO2_FUG,0.2450773016,MTC
Africa_Southern,coal,coal,coal,2015,N2O,0.002096262704,Tg
Africa_Southern,crude oil,crude oil,crude oil,2015,CH4,0.3000383526,Tg
Africa_Southern,crude oil,crude oil,crude oil,2015,CO2_FUG,0.5542580943,MTC
Africa_Southern,crude oil,crude oil,crude oil,2015,N2O,2.88557659e-05,Tg
Africa_Southern,natural gas,natural gas,natural gas,2015,CH4,0.3000383526,Tg
Africa_Southern,natural gas,natural gas,natural gas,2015,CO2_FUG,0.5542580943,MTC
Africa_Southern,natural gas,natural gas,natural gas,2015,N2O,2.88557659e-05,Tg
Africa_Southern,coal,coal,coal,2021,CH4,1.821665138,Tg
Africa_Southern,coal,coal,coal,2021,CO2_FUG,0.197394243,MTC
Africa_Southern,coal,coal,coal,2021,N2O,0.001807774598,Tg
Africa_Southern,crude oil,crude oil,crude oil,2021,CH4,0.3692264782,Tg
Africa_Southern,crude oil,crude oil,crude oil,2021,CO2_FUG,0.3423568088,MTC
Africa_Southern,crude oil,crude oil,crude oil,2021,N2O,2.771893991e-05,Tg
Africa_Southern,natural gas,natural gas,natural gas,2021,CH4,0.3692264782,Tg
Africa_Southern,natural gas,natural gas,natural gas,2021,CO2_FUG,0.3423568088,MTC
Africa_Southern,natural gas,natural gas,natural gas,2021,N2O,2.771893991e-05,Tg
Africa_Western,coal,coal,coal,1975,CH4,0.5452576177,Tg
Africa_Western,coal,coal,coal,1975,CO2_FUG,0.0685835725,MTC
Africa_Western,coal,coal,coal,1975,N2O,3.138156395e-10,Tg
Africa_Western,crude oil,crude oil,crude oil,1975,CH4,1.14074822,Tg
Africa_Western,crude oil,crude oil,crude oil,1975,CO2_FUG,4.109265035,MTC
Africa_Western,crude oil,crude oil,crude oil,1975,N2O,0.0002078789117,Tg
Africa_Western,natural gas,natural gas,natural gas,1975,CH4,1.14074822,Tg
Africa_Western,natural gas,natural gas,natural gas,1975,CO2_FUG,0.3921115224,MTC
Africa_Western,natural gas,natural gas,natural gas,1975,N2O,0.0002078789117,Tg
Africa_Western,coal,coal,coal,1990,CH4,0.3298866461,Tg
Africa_Western,coal,coal,coal,1990,CO2_FUG,0.04576662408,MTC
Africa_Western,coal,coal,coal,1990,N2O,5.361541866e-07,Tg
Africa_Western,crude oil,crude oil,crude oil,1990,CH4,1.128453443,Tg
Africa_Western,crude oil,crude oil,crude oil,1990,CO2_FUG,2.7881857,MTC
Africa_Western,crude oil,crude oil,crude oil,1990,N2O,0.0001413635189,Tg
Africa_Western,natural gas,natural gas,natural gas,1990,CH4,1.128453443,Tg
Africa_Western,natural gas,natural gas,natural gas,1990,CO2_FUG,2.7881857,MTC
Africa_Western,natural gas,natural gas,natural gas,1990,N2O,0.0001413635189,Tg
Africa_Western,coal,coal,coal,2005,CH4,0.2667366221,Tg
Africa_Western,coal,coal,coal,2005,CO2_FUG,0.03131080194,MTC
Africa_Western,coal,coal,coal,2005,N2O,1.976500233e-06,Tg
Africa_Western,crude oil,crude oil,crude oil,2005,CH4,0.933098458,Tg
Africa_Western,crude oil,crude oil,crude oil,2005,CO2_FUG,0.2830269973,MTC
Africa_Western,crude oil,crude oil,crude oil,2005,N2O,1.210207708e-05,Tg
Africa_Western,natural gas,natural gas,natural gas,2005,CH4,0.933098458,Tg
Africa_Western,natural gas,natural gas,natural gas,2005,CO2_FUG,0.2830269973,MTC
Africa_Western,natural gas,natural gas,natural gas,2005,N2O,1.051819443e-05,Tg
Africa_Western,coal,coal,coal,2010,CH4,0.2492187169,Tg
Africa_Western,coal,coal,coal,2010,CO2_FUG,0.1803316653,MTC
Africa_Western,coal,coal,coal,2010,N2O,1.441280136e-06,Tg
Africa_Western,crude oil,crude oil,crude oil,2010,CH4,0.6939433275,Tg
Africa_Western,crude oil,crude oil,crude oil,2010,CO2_FUG,0.2603445266,MTC
Africa_Western,crude oil,crude oil,crude oil,2010,N2O,1.252957621e-05,Tg
Africa_Western,natural gas,natural gas,natural gas,2010,CH4,0.6939433275,Tg
Africa_Western,natural gas,natural gas,natural gas,2010,CO2_FUG,0.2506400207,MTC
Africa_Western,natural gas,natural gas,natural gas,2010,N2O,1.117974118e-05,Tg
Africa_Western,coal,coal,coal,2015,CH4,0.214307434,Tg
Africa_Western,coal,coal,coal,2015,CO2_FUG,0.00135400594,MTC
Africa_Western,coal,coal,coal,2015,N2O,1.645681447e-06,Tg
Africa_Western,crude oil,crude oil,crude oil,2015,CH4,0.7194200545,Tg
Africa_Western,crude oil,crude oil,crude oil,2015,CO2_FUG,0.7930871788,MTC
Africa_Western,crude oil,crude oil,crude oil,2015,N2O,4.076534189e-05,Tg
Africa_Western,natural gas,natural gas,natural gas,2015,CH4,0.7194200545,Tg
Africa_Western,natural gas,natural gas,natural gas,2015,CO2_FUG,0.7930871788,MTC
Africa_Western,natural gas,natural gas,natural gas,2015,N2O,4.076534189e-05,Tg
Africa_Western,coal,coal,coal,2021,CH4,0.2969543632,Tg
Africa_Western,coal,coal,coal,2021,CO2_FUG,0.02403827704,MTC
Africa_Western,coal,coal,coal,2021,N2O,5.899794e-06,Tg
Africa_Western,crude oil,crude oil,crude oil,2021,CH4,0.8679225003,Tg
Africa_Western,crude oil,crude oil,crude oil,2021,CO2_FUG,0.8839630232,MTC
Africa_Western,crude oil,crude oil,crude oil,2021,N2O,4.909447898e-05,Tg
Africa_Western,natural gas,natural gas,natural gas,2021,CH4,0.8679225003,Tg
Africa_Western,natural gas,natural gas,natural gas,2021,CO2_FUG,0.8839630232,MTC
Africa_Western,natural gas,natural gas,natural gas,2021,N2O,4.909447898e-05,Tg
Australia_NZ,coal,coal,coal,1975,CH4,0.3638137108,Tg
Australia_NZ,coal,coal,coal,1975,CO2_FUG,0.6309162377,MTC
Australia_NZ,coal,coal,coal,1975,N2O,0,Tg
Australia_NZ,crude oil,crude oil,crude oil,1975,CH4,0.1756604915,Tg
Australia_NZ,crude oil,crude oil,crude oil,1975,CO2_FUG,1.373752302,MTC
Australia_NZ,crude oil,crude oil,crude oil,1975,N2O,8.435978639e-06,Tg
Australia_NZ,natural gas,natural gas,natural gas,1975,CH4,0.1756604915,Tg
Australia_NZ,natural gas,natural gas,natural gas,1975,CO2_FUG,1.373752302,MTC
Australia_NZ,natural gas,natural gas,natural gas,1975,N2O,8.435978639e-06,Tg
Australia_NZ,coal,coal,coal,1990,CH4,0.1988692041,Tg
Australia_NZ,coal,coal,coal,1990,CO2_FUG,0.1903784442,MTC
Australia_NZ,coal,coal,coal,1990,N2O,0,Tg
Australia_NZ,crude oil,crude oil,crude oil,1990,CH4,0.1531734473,Tg
Australia_NZ,crude oil,crude oil,crude oil,1990,CO2_FUG,0.8197479377,MTC
Australia_NZ,crude oil,crude oil,crude oil,1990,N2O,6.345770779e-05,Tg
Australia_NZ,natural gas,natural gas,natural gas,1990,CH4,0.1531734473,Tg
Australia_NZ,natural gas,natural gas,natural gas,1990,CO2_FUG,0.8197479377,MTC
Australia_NZ,natural gas,natural gas,natural gas,1990,N2O,6.345770779e-05,Tg
Australia_NZ,coal,coal,coal,2005,CH4,0.1265275795,Tg
Australia_NZ,coal,coal,coal,2005,CO2_FUG,0.0749344362,MTC
Australia_NZ,coal,coal,coal,2005,N2O,0,Tg
Australia_NZ,crude oil,crude oil,crude oil,2005,CH4,0.09364944899,Tg
Australia_NZ,crude oil,crude oil,crude oil,2005,CO2_FUG,0.6917260388,MTC
Australia_NZ,crude oil,crude oil,crude oil,2005,N2O,3.184492574e-05,Tg
Australia_NZ,natural gas,natural gas,natural gas,2005,CH4,0.09364944899,Tg
Australia_NZ,natural gas,natural gas,natural gas,2005,CO2_FUG,0.6917260388,MTC
Australia_NZ,natural gas,natural gas,natural gas,2005,N2O,3.184492574e-05,Tg
Australia_NZ,coal,coal,coal,2010,CH4,0.1094131626,Tg
Australia_NZ,coal,coal,coal,2010,CO2_FUG,0.1312730772,MTC
Australia_NZ,coal,coal,coal,2010,N2O,0,Tg
Australia_NZ,crude oil,crude oil,crude oil,2010,CH4,0.07809129913,Tg
Australia_NZ,crude oil,crude oil,crude oil,2010,CO2_FUG,0.700454672,MTC
Australia_NZ,crude oil,crude oil,crude oil,2010,N2O,3.306691387e-05,Tg
Australia_NZ,natural gas,natural gas,natural gas,2010,CH4,0.07809129913,Tg
Australia_NZ,natural gas,natural gas,natural gas,2010,CO2_FUG,0.700454672,MTC
Australia_NZ,natural gas,natural gas,natural gas,2010,N2O,3.306691387e-05,Tg
Australia_NZ,coal,coal,coal,2015,CH4,0.08885956443,Tg
Australia_NZ,coal,coal,coal,2015,CO2_FUG,0.05929909286,MTC
Australia_NZ,coal,coal,coal,2015,N2O,0,Tg
Australia_NZ,crude oil,crude oil,crude oil,2015,CH4,0.07659818508,Tg
Australia_NZ,crude oil,crude oil,crude oil,2015,CO2_FUG,0.8149901455,MTC
Australia_NZ,crude oil,crude oil,crude oil,2015,N2O,4.741518139e-05,Tg
Australia_NZ,natural gas,natural gas,natural gas,2015,CH4,0.07659818508,Tg
Australia_NZ,natural gas,natural gas,natural gas,2015,CO2_FUG,0.3113449567,MTC
Australia_NZ,natural gas,natural gas,natural gas,2015,N2O,4.741518139e-05,Tg
Australia_NZ,coal,coal,coal,2021,CH4,0.0777552383,Tg
Australia_NZ,coal,coal,coal,2021,CO2_FUG,0.1092042752,MTC
Australia_NZ,coal,coal,coal,2021,N2O,0,Tg
Australia_NZ,crude oil,crude oil,crude oil,2021,CH4,0.05039273483,Tg
Australia_NZ,crude oil,crude oil,crude oil,2021,CO2_FUG,0.7150175697,MTC
Australia_NZ,crude oil,crude oil,crude oil,2021,N2O,3.791252918e-05,Tg
Australia_NZ,natural gas,natural gas,natural gas,2021,CH4,0.05039273483,Tg
Australia_NZ,natural gas,natural gas,natural gas,2021,CO2_FUG,0.7150175697,MTC
Australia_NZ,natural gas,natural gas,natural gas,2021,N2O,3.791252918e-05,Tg
Brazil,coal,coal,coal,1975,CH4,0.5452576177,Tg
Brazil,coal,coal,coal,1975,CO2_FUG,7.718287885,MTC
Brazil,coal,coal,coal,1975,N2O,3.138156395e-10,Tg
Brazil,crude oil,crude oil,crude oil,1975,CH4,0.2248834578,Tg
Brazil,crude oil,crude oil,crude oil,1975,CO2_FUG,0.4571086766,MTC
Brazil,crude oil,crude oil,crude oil,1975,N2O,2.402409207e-05,Tg
Brazil,natural gas,natural gas,natural gas,1975,CH4,0.2248834578,Tg
Brazil,natural gas,natural gas,natural gas,1975,CO2_FUG,0.4571086766,MTC
Brazil,natural gas,natural gas,natural gas,1975,N2O,2.402409207e-05,Tg
Brazil,coal,coal,coal,1990,CH4,8.784938151,Tg
Brazil,coal,coal,coal,1990,CO2_FUG,11.15429836,MTC
Brazil,coal,coal,coal,1990,N2O,0.01118882518,Tg
Brazil,crude oil,crude oil,crude oil,1990,CH4,0.1715404514,Tg
Brazil,crude oil,crude oil,crude oil,1990,CO2_FUG,0.3199605632,MTC
Brazil,crude oil,crude oil,crude oil,1990,N2O,1.704895777e-05,Tg
Brazil,natural gas,natural gas,natural gas,1990,CH4,0.1715404514,Tg
Brazil,natural gas,natural gas,natural gas,1990,CO2_FUG,0.3199605632,MTC
Brazil,natural gas,natural gas,natural gas,1990,N2O,1.704895777e-05,Tg
Brazil,coal,coal,coal,2005,CH4,0.2667366221,Tg
Brazil,coal,coal,coal,2005,CO2_FUG,3.104601324,MTC
Brazil,coal,coal,coal,2005,N2O,1.976500233e-06,Tg
Brazil,crude oil,crude oil,crude oil,2005,CH4,0.1494462316,Tg
Brazil,crude oil,crude oil,crude oil,2005,CO2_FUG,0.2289307825,MTC
Brazil,crude oil,crude oil,crude oil,2005,N2O,1.245961395e-05,Tg
Brazil,natural gas,natural gas,natural gas,2005,CH4,0.1494462316,Tg
Brazil,natural gas,natural gas,natural gas,2005,CO2_FUG,0.2289307825,MTC
Brazil,natural gas,natural gas,natural gas,2005,N2O,1.245961395e-05,Tg
Brazil,coal,coal,coal,2010,CH4,0.2492187169,Tg
Brazil,coal,coal,coal,2010,CO2_FUG,0.4930783068,MTC
Brazil,coal,coal,coal,2010,N2O,1.441280136e-06,Tg
Brazil,crude oil,crude oil,crude oil,2010,CH4,0.121198611,Tg
Brazil,crude oil,crude oil,crude oil,2010,CO2_FUG,0.1286790924,MTC
Brazil,crude oil,crude oil,crude oil,2010,N2O,7.384056187e-06,Tg
Brazil,natural gas,natural gas,natural gas,2010,CH4,0.121198611,Tg
Brazil,natural gas,natural gas,natural gas,2010,CO2_FUG,0.1286790924,MTC
Brazil,natural gas,natural gas,natural gas,2010,N2O,7.384056187e-06,Tg
Brazil,coal,coal,coal,2015,CH4,0.214307434,Tg
Brazil,coal,coal,coal,2015,CO2_FUG,0.3624295042,MTC
Brazil,coal,coal,coal,2015,N2O,1.645681447e-06,Tg
Brazil,crude oil,crude oil,crude oil,2015,CH4,0.1306968582,Tg
Brazil,crude oil,crude oil,crude oil,2015,CO2_FUG,0.1263677759,MTC
Brazil,crude oil,crude oil,crude oil,2015,N2O,7.248824682e-06,Tg
Brazil,natural gas,natural gas,natural gas,2015,CH4,0.1306968582,Tg
Brazil,natural gas,natural gas,natural gas,2015,CO2_FUG,0.1263677759,MTC
Brazil,natural gas,natural gas,natural gas,2015,N2O,7.248824682e-06,Tg
Brazil,coal,coal,coal,2021,CH4,0.2969543632,Tg
Brazil,coal,coal,coal,2021,CO2_FUG,3.919326709,MTC
Brazil,coal,coal,coal,2021,N2O,5.899794e-06,Tg
Brazil,crude oil,crude oil,crude oil,2021,CH4,0.1149848169,Tg
Brazil,crude oil,crude oil,crude oil,2021,CO2_FUG,0.07814581345,MTC
Brazil,crude oil,crude oil,crude oil,2021,N2O,5.027108057e-06,Tg
Brazil,natural gas,natural gas,natural gas,2021,CH4,0.1149848169,Tg
Brazil,natural gas,natural gas,natural gas,2021,CO2_FUG,0.07814581345,MTC
Brazil,natural gas,natural gas,natural gas,2021,N2O,5.027108057e-06,Tg
Canada,coal,coal,coal,1975,CH4,0.09780074705,Tg
Canada,coal,coal,coal,1975,CO2_FUG,0.6177173586,MTC
Canada,coal,coal,coal,1975,N2O,0,Tg
Canada,crude oil,crude oil,crude oil,1975,CH4,0.2010251656,Tg
Canada,crude oil,crude oil,crude oil,1975,CO2_FUG,0.3357138859,MTC
Canada,crude oil,crude oil,crude oil,1975,N2O,1.17106598e-05,Tg
Canada,natural gas,natural gas,natural gas,1975,CH4,0.2010251656,Tg
Canada,natural gas,natural gas,natural gas,1975,CO2_FUG,0.3357138859,MTC
Canada,natural gas,natural gas,natural gas,1975,N2O,1.17106598e-05,Tg
Canada,coal,coal,coal,1990,CH4,0.07201401543,Tg
Canada,coal,coal,coal,1990,CO2_FUG,0.1669423712,MTC
Canada,coal,coal,coal,1990,N2O,0,Tg
Canada,crude oil,crude oil,crude oil,1990,CH4,0.2215168997,Tg
Canada,crude oil,crude oil,crude oil,1990,CO2_FUG,0.5194639725,MTC
Canada,crude oil,crude oil,crude oil,1990,N2O,1.737312158e-05,Tg
Canada,natural gas,natural gas,natural gas,1990,CH4,0.1818652595,Tg
Canada,natural gas,natural gas,natural gas,1990,CO2_FUG,0.4265814339,MTC
Canada,natural gas,natural gas,natural gas,1990,N2O,1.412866484e-05,Tg
Canada,coal,coal,coal,2005,CH4,0.0385094227,Tg
Canada,coal,coal,coal,2005,CO2_FUG,0.1254904527,MTC
Canada,coal,coal,coal,2005,N2O,0,Tg
Canada,crude oil,crude oil,crude oil,2005,CH4,0.2867343351,Tg
Canada,crude oil,crude oil,crude oil,2005,CO2_FUG,0.5473694283,MTC
Canada,crude oil,crude oil,crude oil,2005,N2O,4.487024985e-05,Tg
Canada,natural gas,natural gas,natural gas,2005,CH4,0.1779785181,Tg
Canada,natural gas,natural gas,natural gas,2005,CO2_FUG,0.3435868297,MTC
Canada,natural gas,natural gas,natural gas,2005,N2O,2.6924587e-05,Tg
Canada,coal,coal,coal,2010,CH4,0.03947212246,Tg
Canada,coal,coal,coal,2010,CO2_FUG,0.3097592644,MTC
Canada,coal,coal,coal,2010,N2O,0,Tg
Canada,crude oil,crude oil,crude oil,2010,CH4,0.2853005809,Tg
Canada,crude oil,crude oil,crude oil,2010,CO2_FUG,0.5094335664,MTC
Canada,crude oil,crude oil,crude oil,2010,N2O,4.503391432e-05,Tg
Canada,natural gas,natural gas,natural gas,2010,CH4,0.1741560313,Tg
Canada,natural gas,natural gas,natural gas,2010,CO2_FUG,0.3159607394,MTC
Canada,natural gas,natural gas,natural gas,2010,N2O,2.652620229e-05,Tg
Canada,coal,coal,coal,2015,CH4,0.03573467132,Tg
Canada,coal,coal,coal,2015,CO2_FUG,0.0755792578,MTC
Canada,coal,coal,coal,2015,N2O,0,Tg
Canada,crude oil,crude oil,crude oil,2015,CH4,0.3010534772,Tg
Canada,crude oil,crude oil,crude oil,2015,CO2_FUG,0.5730552995,MTC
Canada,crude oil,crude oil,crude oil,2015,N2O,4.997939024e-05,Tg
Canada,natural gas,natural gas,natural gas,2015,CH4,0.1472079606,Tg
Canada,natural gas,natural gas,natural gas,2015,CO2_FUG,0.2854126909,MTC
Canada,natural gas,natural gas,natural gas,2015,N2O,2.308843993e-05,Tg
Canada,coal,coal,coal,2021,CH4,0.04320933468,Tg
